0,Title,PackageName,URL,Publisher,PrintISSN,OnlineISSN,ManagedCoverageBegin,ManagedCoverageEnd,RealBegin,RealEnd,FreeBegin,FreeEnd,Exp == Real,Exp < Free
151,Journal of historical geography,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-historical-geography,Academic Press,0305-7488,1095-8614,1993-01-01,Present,,,,,,
152,Journal of fluids and structures,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-fluids-and-structures,Elsevier Science Limited,0889-9746,1095-8622,1993-01-01,Present,,,,,,
153,Journal of environmental management,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-environmental-management,Elsevier Science Limited,0301-4797,1095-8630,1993-01-01,Present,,,,,,
154,Journal of structural biology,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-structural-biology,Elsevier,1047-8477,1095-8657,1993-01-01,Present,,,,,,
155,Journal of surgical research,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-surgical-research,W B Saunders Company,0022-4804,1095-8673,1993-01-01,Present,,,,,,
156,Journal of the Japanese and international economies,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-the-japanese-and-international-economies,Elsevier Science,0889-1583,1095-8681,1993-03-01,Present,,,,,,
157,Journal of urban economics,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-urban-economics,Elsevier Science Limited,0094-1190,1095-9068,1993-01-01,Present,,,,,,
158,Journal of visual communication and image representation,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-visual-communication-and-image-representation,Elsevier,1047-3203,1095-9076,1993-03-01,Present,,,,,,
159,Journal of vocational behavior,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-vocational-behavior,Elsevier Inc NY Journals,0001-8791,1095-9084,1993-02-01,Present,,,,,,
160,Learning and motivation,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/learning-and-motivation,Elsevier,0023-9690,1095-9122,1993-02-01,Present,,,,,,
161,Methods,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/methods,Elsevier Inc NY Journals,1046-2023,1095-9130,1993-04-01,Present,,,,,,
162,Microchemical Journal,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/microchemical-journal,Elsevier Science Limited,0026-265X,1095-9149,1993-02-01,Present,,,,,,
163,Journal of autoimmunity,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-autoimmunity,Elsevier Science Limited,0896-8411,1095-9157,1993-02-01,Present,,,,,,
164,Journal of arid environments,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-arid-environments,Elsevier Science Limited,0140-1963,1095-922X,1993-01-01,Present,,,,,,
165,Journal of archaeological science,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-archaeological-science,Elsevier Science Limited,0305-4403,1095-9238,1993-01-01,Present,,,,,,
166,Journal of agricultural engineering research,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-agricultural-engineering-research,Elsevier Science Limited,0021-8634,1095-9246,1993-01-01,2001-12-31,,,,,,
167,Journal of Adolescence,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-adolescence,Academic Press,0140-1971,1095-9254,1993-03-01,Present,,,,,,
168,International journal of the sociology of law,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/international-journal-of-the-sociology-of-law,Elsevier Science Limited,0194-6595,1095-9262,1995-03-01,2007-12-31,,,,,,
169,ICES journal of marine science : Journal du conseil (Oxford),Oxford Journals (CRKN),https://academic.oup.com/icesjms/issue,Oxford University Press,1054-3139,1095-9289,1996-02-01,Present,,,,,,
170,International journal of human-computer studies,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/international-journal-of-human-computer-studies,Elsevier,1071-5819,1095-9300,1994-01-01,Present,,,,,,
171,Microvascular research,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/microvascular-research,Elsevier,0026-2862,1095-9319,1993-01-01,Present,,,,,,
172,Molecular and Cellular Neurosciences,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/molecular-and-cellular-neuroscience,Elsevier,1044-7431,1095-9327,1993-02-01,Present,,,,,,
173,Molecular Phylogenetics and Evolution,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/molecular-phylogenetics-and-evolution,Elsevier Inc NY Journals,1055-7903,1095-9513,1993-03-01,Present,,,,,,
174,Neurobiology of Disease,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/neurobiology-of-disease,Elsevier,0969-9961,1095-953X,1994-11-01,Present,,,,,,
175,Neurobiology of Learning and Memory,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/neurobiology-of-learning-and-memory,Elsevier,1074-7427,1095-9564,1995-01-01,Present,,,,,,
176,NeuroImage,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/neuroimage,Elsevier,1053-8119,1095-9572,1993-09-01,Present,,,,,,
177,Plasmid,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/plasmid,Elsevier Inc NY Journals,0147-619X,1095-9890,1993-01-01,Present,,,,,,
178,Nuclear Data Sheets,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/nuclear-data-sheets,Elsevier Science,0090-3752,1095-9904,1993-01-01,Present,,,,,,
179,Optical Fiber Technology,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/optical-fiber-technology,Elsevier Inc NY Journals,1068-5200,1095-9912,1994-10-01,Present,,,,,,
180,Organizational behavior and human decision processes,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/organizational-behavior-and-human-decision-processes,Elsevier,0749-5978,1095-9920,1993-02-01,Present,,,,,,
181,Pesticide biochemistry and physiology,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/pesticide-biochemistry-and-physiology,Elsevier Inc NY Journals,0048-3575,1095-9939,1993-01-01,Present,,,,,,
182,Fish & Shellfish Immunology,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/fish-and-shellfish-immunology,Elsevier Science Limited,1050-4648,1095-9947,1993-01-01,Present,,,,,,
183,Critical perspectives on accounting,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/critical-perspectives-on-accounting,Elsevier,1045-2354,1095-9955,1993-03-01,Present,,,,,,
184,Journal of Cereal Science,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-cereal-science,Elsevier Science Limited,0733-5210,1095-9963,1993-01-01,Present,,,,,,
185,European journal of combinatorics,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/european-journal-of-combinatorics,Elsevier Science Limited,0195-6698,1095-9971,1980-03-01,Present,,,,,,
186,Cretaceous research,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/cretaceous-research,Elsevier Science Limited,0195-6671,1095-998X,1993-02-01,Present,,,,,,
187,Food microbiology,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/food-microbiology,Elsevier Science Limited,0740-0020,1095-9998,1993-02-01,Present,,,,,,
188,Experimental Eye Research,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/experimental-eye-research,Elsevier Science Limited,0014-4835,1096-0007,1993-01-01,Present,,,,,,
189,"Estuarine, coastal and shelf science",ScienceDirect (CRKN),https://www.sciencedirect.com/journal/estuarine-coastal-and-shelf-science,Elsevier Science Limited,0272-7714,1096-0015,1993-01-01,Present,,,,,,
190,Cytokine,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/cytokine,Elsevier,1043-4666,1096-0023,1993-01-01,Present,,,,,,
191,Preventive Medicine,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/preventive-medicine,Elsevier Science,0091-7435,1096-0260,1993-01-01,Present,,,,,,
192,Protein Expression and Purification,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/protein-expression-and-purification,Elsevier Inc NY Journals,1046-5928,1096-0279,1993-02-01,Present,,,,,,
193,Regulatory Toxicology and Pharmacology,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/regulatory-toxicology-and-pharmacology,Elsevier,0273-2300,1096-0295,1993-02-01,Present,,,,,,
194,Analytical biochemistry,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/analytical-biochemistry,Elsevier,0003-2697,1096-0309,1993-01-01,Present,,,,,,
195,Social Science Research,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/social-science-research,Academic Press,0049-089X,1096-0317,1993-03-01,Present,,,,,,
196,Theoretical population biology,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/theoretical-population-biology,Elsevier Science,0040-5809,1096-0325,1993-02-01,Present,,,,,,
197,Toxicology and Applied Pharmacology,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/toxicology-and-applied-pharmacology,Academic Press,0041-008X,1096-0333,1993-01-01,Present,,,,,,
198,Virology,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/virology,Elsevier,0042-6822,1096-0341,1993-01-01,Present,,,,,,
199,Annals of physics,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/annals-of-physics,Elsevier,0003-4916,1096-035X,1993-01-01,Present,,,,,,
200,Archives of biochemistry and biophysics,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/archives-of-biochemistry-and-biophysics,Elsevier,0003-9861,1096-0384,1993-01-01,Present,,,,,,
201,Journal of Approximation Theory,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-approximation-theory,Elsevier Science,0021-9045,1096-0430,1968-06-01,Present,,,,,,
202,Journal of environmental economics and management,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-environmental-economics-and-management,Elsevier Science Limited,0095-0696,1096-0449,1993-01-01,Present,,,,,,
203,Journal of experimental child psychology,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-experimental-child-psychology,Elsevier,0022-0965,1096-0457,1993-02-01,Present,,,,,,
204,Journal of experimental social psychology,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-experimental-social-psychology,Academic Press,0022-1031,1096-0465,1993-01-01,Present,,,,,,
205,Journal of financial intermediation,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-financial-intermediation,Elsevier Inc NY Journals,1042-9573,1096-0473,1993-10-01,Present,,,,,,
206,Journal of food composition and analysis,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-food-composition-and-analysis,Elsevier Science,0889-1575,1096-0481,1993-03-01,Present,,,,,,
207,Journal of functional analysis,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-functional-analysis,Elsevier Science,0022-1236,1096-0783,1967-05-01,Present,,,,,,
208,Journal of Housing Economics,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-housing-economics,Elsevier Science Limited,1051-1377,1096-0791,1993-12-01,Present,,,,,,
209,Journal of invertebrate pathology,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-invertebrate-pathology,Elsevier Science,0022-2011,1096-0805,1993-01-01,Present,,,,,,
210,Journal of mathematical analysis and applications,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-mathematical-analysis-and-applications,Elsevier Science,0022-247X,1096-0813,1960-06-01,Present,,,,,,
211,Journal of memory and language,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-memory-and-language,Elsevier,0749-596X,1096-0821,1993-02-01,Present,,,,,,
212,Journal of molecular spectroscopy,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-molecular-spectroscopy,Elsevier Science,0022-2852,1096-083X,1993-01-01,Present,,,,,,
213,Journal of parallel and distributed computing,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-parallel-and-distributed-computing,Elsevier Inc NY Journals,0743-7315,1096-0848,1993-01-01,Present,,,,,,
214,Journal of Magnetic Resonance,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-magnetic-resonance,Elsevier,1090-7807,1096-0856,1997-01-01,Present,,,,,,
215,"Journal of Magnetic Resonance, Series A",ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-magnetic-resonance-series-a,Elsevier Science Limited,1064-1858,1096-0864,1993-01-01,1996-12-31,,,,,,
216,"Journal of Magnetic Resonance, Series B",ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-magnetic-resonance-series-b,Elsevier Science Limited,1064-1866,1096-0872,1993-02-01,1996-12-31,,,,,,
217,Journal of mathematical psychology,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-mathematical-psychology,Elsevier Science,0022-2496,1096-0880,1993-03-01,Present,,,,,,
218,"Journal of Combinatorial Theory, Series A",ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-combinatorial-theory-series-a,Elsevier Science Limited,0097-3165,1096-0899,1971-01-01,Present,,,,,,
219,"Journal of Combinatorial Theory, Series B",ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-combinatorial-theory-series-b,Elsevier Science Limited,0095-8956,1096-0902,1971-02-01,Present,,,,,,
220,Toxicological Sciences,Oxford Journals (CRKN),https://academic.oup.com/toxsci/issue,Oxford University Press,1096-6080,1096-0929,1998-01-01,Present,,,,,,
221,Fungal Genetics and Biology,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/fungal-genetics-and-biology,Academic Press,1087-1845,1096-0937,1996-03-01,Present,,,,,,
222,Experimental and molecular pathology,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/experimental-and-molecular-pathology,Elsevier,0014-4800,1096-0945,1993-02-01,Present,,,,,,
223,Environmental research,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/environmental-research,Elsevier Science Limited,0013-9351,1096-0953,1993-01-01,Present,,,,,,
224,"Blood Cells, Molecules, & Diseases",ScienceDirect (CRKN),https://www.sciencedirect.com/journal/blood-cells-molecules-and-diseases,Elsevier,1079-9796,1096-0961,1995-04-01,Present,,,,,,
225,LWT - Food Science and Technology. Lebensmittel-Wissenschaft + -I.E. Und Technologie. Science + Technologie Alimentaire.,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/lwt,Elsevier Science Limited,0023-6438,1096-1127,1993-02-01,Present,,,,,,
226,Ricerche economiche,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/ricerche-economiche,Elsevier Science Limited,0035-5054,1096-1143,1993-03-01,1996-12-31,,,,,,
227,Real-Time Imaging,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/real-time-imaging,Elsevier,1077-2014,1096-116X,1995-04-01,2005-12-31,,,,,,
228,Physiological and Molecular Plant Pathology,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/physiological-and-molecular-plant-pathology,Elsevier,0885-5765,1096-1178,1993-01-01,Present,,,,,,
229,Pharmacological Research,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/pharmacological-research,Academic Press,1043-6618,1096-1186,1993-01-01,Present,,,,,,
230,Molecular and Cellular Probes,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/molecular-and-cellular-probes,Elsevier,0890-8508,1096-1194,1993-02-01,Present,,,,,,
231,Microbial pathogenesis,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/microbial-pathogenesis,Elsevier Science Limited,0882-4010,1096-1208,1993-01-01,Present,,,,,,
232,Mechanical Systems and Signal Processing,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/mechanical-systems-and-signal-processing,Elsevier,0888-3270,1096-1216,1993-01-01,Present,,,,,,
233,Management accounting research,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/management-accounting-research,Elsevier,1044-5005,1096-1224,1993-03-01,Present,,,,,,
234,Journal of number theory,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-number-theory,Elsevier Science,0022-314X,1096-1658,1969-01-01,Present,,,,,,
235,Seminars in Immunology,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/seminars-in-immunology,Elsevier Ltd,1044-5323,1096-3618,1993-02-01,Present,,,,,,
236,The journal of chemical thermodynamics,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/the-journal-of-chemical-thermodynamics,Elsevier,0021-9614,1096-3626,1993-01-01,Present,,,,,,
237,Seminars in Cell & Developmental Biology,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/seminars-in-cell-and-developmental-biology,Elsevier,1084-9521,1096-3634,1996-02-01,Present,,,,,,
238,Zoological Journal of the Linnean Society,Oxford Journals (CRKN),https://academic.oup.com/zoolinnean/issue,Oxford University Press,0024-4082,1096-3642,1996-01-01,Present,,,,,,
239,Seminars in Cancer Biology,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/seminars-in-cancer-biology,Elsevier,1044-579X,1096-3650,1995-02-01,Present,,,,,,
240,Superlattices and Microstructures,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/superlattices-and-microstructures,Elsevier Science Limited,0749-6036,1096-3677,1993-01-01,Present,,,,,,
