Title,PackageName,URL,Publisher,PrintISSN,OnlineISSN,ManagedCoverageBegin,ManagedCoverageEnd,0
Drug discovery today,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/drug-discovery-today,Elsevier,1359-6446,1878-5832,1996-01-01,Present,4574
"Composites. Part A, Applied science and manufacturing",ScienceDirect (CRKN),https://www.sciencedirect.com/journal/composites-part-a-applied-science-and-manufacturing,Elsevier Science Limited,1359-835X,1878-5840,1996-01-01,Present,4575
Comptes Rendus de l'Acadí©mie des Sciences - Series IIC - Chemistry,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/comptes-rendus-de-lacademie-des-sciences-series-iic-chemistry,Elsevier Masson SAS,1387-1609,1878-5859,1998-01-01,2001-12-31,4576
Steroids,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/steroids,Elsevier,0039-128X,1878-5867,1995-01-01,Present,4577
International Journal of Biochemistry & Cell Biology,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/the-international-journal-of-biochemistry-and-cell-biology,Elsevier,1357-2725,1878-5875,1995-01-01,Present,4578
Journal of the neurological sciences,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-the-neurological-sciences,Elsevier,0022-510X,1878-5883,1995-01-01,Present,4579
Hearing research,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/hearing-research,Elsevier Science Limited,0378-5955,1878-5891,1995-01-01,Present,4580
Biomaterials,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/biomaterials,Elsevier,0142-9612,1878-5905,1995-01-01,Present,4581
Journal of Clinical Epidemiology,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-clinical-epidemiology,Elsevier Science Limited,0895-4356,1878-5921,1995-01-01,Present,4582
Journal of atmospheric and terrestrial physics,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-atmospheric-and-terrestrial-physics,Pergamon,0021-9169,1878-593X,1995-01-01,1996-12-31,4583
Advanced cement based materials,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/advanced-cement-based-materials,Elsevier,1065-7355,1878-5948,1995-01-01,1998-11-30,4584
_Ÿ_Î__Îë_Î__ÎË‚__«è†±__ˆç__ = Chinese Chemical Letters,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/chinese-chemical-letters,Elsevier,1001-8417,1878-5964,2007-01-01,Present,4585
Fungal Biology,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/fungal-biology,Elsevier,1878-6146,1878-6162,2010-01-01,Present,4586
Composites manufacturing,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/composites-manufacturing,Elsevier Science Limited,0956-7143,1878-6340,1995-01-01,1995-12-31,4587
Composites engineering,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/composites-engineering,Elsevier Science Limited,0961-9526,1878-6359,1995-01-01,1995-12-31,4588
Progress in Growth Factor Research,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/progress-in-growth-factor-research,Elsevier,0955-2235,1878-6456,1995-01-01,1996-12-31,4589
Archives of Cardiovascular Diseases Supplements,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/archives-of-cardiovascular-diseases-supplements,Elsevier Masson SAS,1878-6480,1878-6502,2009-09-01,Present,4590
Journal of Manufacturing Systems,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-manufacturing-systems,Elsevier,0278-6125,1878-6642,1995-01-01,Present,4591
Welding in the World,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/40194,Springer Science+Business Media B.V.,0043-2288,1878-6669,2002-01-01,Present,4592
European Journal of Cancer Part B: Oral Oncology,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/european-journal-of-cancer-part-b-oral-oncology,Elsevier,0964-1955,1878-6766,1995-01-01,1996-11-30,4593
European Journal of Pharmacology: Environmental Toxicology and Pharmacology,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/european-journal-of-pharmacology-environmental-toxicology-and-pharmacology,Elsevier Science Limited,0926-6917,1878-6782,1995-01-13,1995-12-07,4594
Mí©decine Nuclí©aire,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/medecine-nucleaire,Elsevier,0928-1258,1878-6820,2007-01-01,Present,4595
Heat recovery systems and CHP,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/heat-recovery-systems-and-chp,Elsevier Ltd,0890-4332,1878-6898,1995-01-01,1995-11-30,4596
Serodiagnosis and Immunotherapy in Infectious Disease,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/serodiagnosis-and-immunotherapy-in-infectious-disease,Elsevier,0888-0786,1878-6901,1995-03-01,1997-01-31,4597
Mutation Research Letters,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/mutation-research-letters,Elsevier Science Limited,0165-7992,1878-7053,1995-01-01,1995-12-31,4598
Microprocessing and Microprogramming,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/microprocessing-and-microprogramming,Elsevier,0165-6074,1878-7061,1995-04-01,1996-06-30,4599
Mutation Research-Genetic Toxicology,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/mutation-research-genetic-toxicology,Elsevier Science Limited,0165-1218,1878-707X,1995-01-01,1996-12-20,4600
Mutation Research-Environmental Mutagenesis and Related Subjects,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/mutation-research-environmental-mutagenesis-and-related-subjects,Elsevier Science Limited,0165-1161,1878-7088,1995-02-01,1996-12-12,4601
Composites,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/composites,Elsevier Science Limited,0010-4361,1878-7134,1995-01-01,1995-12-31,4602
Communications in Nonlinear Science & Numerical Simulation = _ù_ç_Ë_ó_ç_ïÎ___Ÿ__´ÁÎó__Âç_†ô_ó_è¬¿ (è†±__ˆç__),ScienceDirect (CRKN),https://www.sciencedirect.com/journal/communications-in-nonlinear-science-and-numerical-simulation,Elsevier Science Limited,1007-5704,1878-7274,1996-01-01,Present,4603
ç_¿Î¢€ç_ïÎ__Î____«è†±__ˆç__ = Journal of Environmental Sciences,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-environmental-sciences,Elsevier,1001-0742,1878-7320,2006-09-01,Present,4604
Seminars in Developmental Biology,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/seminars-in-developmental-biology,Elsevier Science Limited,1044-5781,1878-7347,1993-02-01,1995-12-31,4605
Drug discovery today: targets,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/drug-discovery-today-targets,Elsevier Science Limited,1741-8372,1878-7363,2004-02-01,2004-12-31,4606
Gender medicine,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/gender-medicine,Elsevier,1550-8579,1878-7398,2004-08-01,2012-12-31,4607
Journal of Surgical Education,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-surgical-education,Elsevier Science Limited,1931-7204,1878-7452,2007-01-01,Present,4608
Nonlinear Analysis: Hybrid Systems,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/nonlinear-analysis-hybrid-systems,Elsevier Science Limited,1751-570X,1878-7460,2007-03-01,Present,4609
Neurotherapeutics,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/13311,Springer Science+Business Media B.V.,1933-7213,1878-7479,2004-01-01,Present,4610
Journal of Forensic & Legal Medicine,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-forensic-and-legal-medicine,Elsevier,1752-928X,1878-7487,2007-01-01,Present,4611
Women's Health Medicine,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/womens-health-medicine,Elsevier,1744-1870,1878-7509,2004-11-01,2006-11-01,4612
Journal of Veterinary Behavior: Clinical Applications and Research,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-veterinary-behavior,Elsevier Science Limited,1558-7878,1878-7517,2006-07-01,Present,4613
Insulin,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/insulin,Excerpta Medica,1557-0843,1878-7525,2006-01-01,2010-01-31,4614
Surgery for obesity and related diseases,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/surgery-for-obesity-and-related-diseases,Elsevier,1550-7289,1878-7533,2005-01-01,Present,4615
EXPLORE: The Journal of Science and Healing,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/explore,Elsevier,1550-8307,1878-7541,2005-01-01,Present,4616
Clinical update,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/clinical-update,Elsevier Health Sciences,1070-7212,1878-755X,2003-10-01,2009-10-31,4617
Acta biomaterialia,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/acta-biomaterialia,Elsevier,1742-7061,1878-7568,2005-01-01,Present,4618
Anaesthesia & Intensive Care Medicine,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/anaesthesia-and-intensive-care-medicine,Medicine Publishing Company Ltd,1472-0299,1878-7584,2003-10-01,Present,4619
European Geriatric Medicine,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/european-geriatric-medicine,Springer International Publishing,1878-7649,1878-7657,2010-02-01,2017-12-31,4620
European Geriatric Medicine,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/41999,Springer International Publishing,1878-7649,1878-7657,2018-01-01,Present,4621
Symbiosis,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/13199,Springer Science+Business Media B.V.,0334-5114,1878-7665,2009-01-01,Present,4622
Nano Communication Networks,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/nano-communication-networks,Elsevier,1878-7789,1878-7797,2010-03-01,Present,4623
Journal of Visceral Surgery,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/journal-of-visceral-surgery,Elsevier,,1878-7886,2010-02-01,Present,4624
Biocatalysis and Agricultural Biotechnology,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/biocatalysis-and-agricultural-biotechnology,Elsevier,,1878-8181,2012-01-01,Present,4625
World Neurosurgery,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/world-neurosurgery,Elsevier,1878-8750,1878-8769,2010-01-01,Present,4626
Fungal Diversity,SpringerLINK (CRKN),https://link.springer.com/journal/volumesAndIssues/13225,Springer Science+Business Media B.V.,1560-2745,1878-9129,2010-01-01,Present,4627
Medicine,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/medicine,Medicine Publishing Company Ltd,1357-3039,1878-9390,2002-01-01,Present,4628
International journal of biological macromolecules,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/international-journal-of-biological-macromolecules,Elsevier,0141-8130,1879-0003,1995-01-01,Present,4629
General Pharmacology: The Vascular System,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/general-pharmacology-the-vascular-system,Elsevier,0306-3623,1879-0011,1995-01-01,2001-12-31,4630
International journal of applied quality management,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/international-journal-of-applied-quality-management,JAI,1096-4738,1879-002X,1999-01-01,1999-12-31,4631
Gene,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/gene,Elsevier,0378-1119,1879-0038,1995-01-11,Present,4632
Drug and alcohol dependence,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/drug-and-alcohol-dependence,Elsevier Science Limited,0376-8716,1879-0046,1995-01-01,Present,4633
Domestic Animal Endocrinology,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/domestic-animal-endocrinology,Elsevier,0739-7240,1879-0054,1995-01-01,Present,4634
Diamond and related materials,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/diamond-and-related-materials,Elsevier,0925-9635,1879-0062,1995-02-01,Present,4635
Diagnostic Microbiology and Infectious Disease,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/diagnostic-microbiology-and-infectious-disease,Elsevier,0732-8893,1879-0070,1995-01-01,Present,4636
Developmental & Comparative Immunology,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/developmental-and-comparative-immunology,Elsevier,0145-305X,1879-0089,1995-01-01,Present,4637
Dental materials,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/dental-materials,Elsevier,0109-5641,1879-0097,1995-01-01,Present,4638
Deep Sea Research Part II: Topical Studies in Oceanography,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/deep-sea-research-part-ii-topical-studies-in-oceanography,Elsevier,0967-0645,1879-0100,1995-01-01,Present,4639
Deep Sea Research Part I: Oceanographic Research Papers,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/deep-sea-research-part-i-oceanographic-research-papers,Elsevier,0967-0637,1879-0119,1995-01-01,Present,4640
International journal of adhesion and adhesives,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/international-journal-of-adhesion-and-adhesives,Elsevier,0143-7496,1879-0127,1995-01-01,Present,4641
International journal for parasitology,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/international-journal-for-parasitology,Elsevier,0020-7519,1879-0135,1995-01-01,Present,4642
International dairy journal,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/international-dairy-journal,Elsevier,0958-6946,1879-0143,1995-01-01,Present,4643
International Contact Lens Clinic,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/international-contact-lens-clinic,Elsevier,0892-8967,1879-0151,1995-01-01,2000-10-31,4644
Pharmacology & Therapeutics,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/pharmacology-and-therapeutics,Elsevier,0163-7258,1879-016X,1995-01-01,Present,4645
International communications in heat and mass transfer,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/international-communications-in-heat-and-mass-transfer,Elsevier,0735-1933,1879-0178,1995-01-01,Present,4646
Pharmaceutical Science & Technology Today,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/pharmaceutical-science-and-technology-today,Elsevier Science Limited,1461-5347,1879-0186,1998-04-01,2000-12-01,4647
Pharmaceutica acta Helvetiae,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/pharmaceutica-acta-helvetiae,Elsevier Science Limited,0031-6865,1879-0194,1995-03-01,2000-04-30,4648
International biodeterioration & biodegradation,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/international-biodeterioration-and-biodegradation,Elsevier,0964-8305,1879-0208,1995-01-01,Present,4649
Intermetallics,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/intermetallics,Elsevier,0966-9795,1879-0216,1995-01-01,Present,4650
Fluid phase equilibria,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/fluid-phase-equilibria,Elsevier,0378-3812,1879-0224,1995-01-16,Present,4651
Integrative medicine,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/integrative-medicine,Elsevier Science Limited,1096-2190,1879-0232,1998-12-01,2000-05-31,4652
Insect biochemistry and molecular biology,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/insect-biochemistry-and-molecular-biology,Elsevier,0965-1748,1879-0240,1995-01-01,Present,4653
Inorganic chemistry communications,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/inorganic-chemistry-communications,Elsevier,1387-7003,1879-0259,1998-01-01,Present,4654
Injury,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/injury,Elsevier,0020-1383,1879-0267,1995-01-01,Present,4655
Infrared physics & technology,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/infrared-physics-and-technology,Elsevier,1350-4495,1879-0275,1995-01-01,Present,4656
Information Sciences - Applications,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/information-sciences-applications,Elsevier Science Limited,1069-0115,1879-0283,1995-01-01,1995-11-30,4657
Marine environmental research,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/marine-environmental-research,Elsevier,0141-1136,1879-0291,1995-01-01,Present,4658
Cytokine & growth factor reviews,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/cytokine-and-growth-factor-reviews,Elsevier Health Sciences,1359-6101,1879-0305,1996-06-01,Present,4659
Current surgery,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/current-surgery,Elsevier,0149-7944,1879-0321,1999-01-01,2006-12-31,4660
Current opinion in structural biology,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/current-opinion-in-structural-biology,Current Biology Limited,0959-440X,1879-033X,1995-02-01,Present,4661
Current opinion in solid state & materials science,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/current-opinion-in-solid-state-and-materials-science,Elsevier,1359-0286,1879-0348,1996-02-01,Present,4662
Current opinion in plant biology,ScienceDirect (CRKN),https://www.sciencedirect.com/journal/current-opinion-in-plant-biology,Current Biology Limited,1369-5266,1879-0356,1998-02-01,Present,4663
